Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
6/10/2024,Weekday,A-38,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,12:54,12
6/10/2024,Weekday,A-52,116 St - Columbia University (117),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,18:54,18
6/10/2024,Weekday,A-29,South Ferry (142),Internal,Other Internal,Service Delivery,Division of Service Delivery,LOSS OF T/O INDICATION,1,1,10:12,10
6/10/2024,Weekday,A-18,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,29,1,08:06,8
6/10/2024,Weekday,A-28,191 St (110),Internal,Subway Car,Other - CE,Division of Car Equipment,T/O OVER RUNNING THE STATION,1,1,10:07,10
6/10/2024,Weekday,A-8,157 St (113),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,1,02:00,2
6/10/2024,Weekday,A-23,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,08:29,8
6/10/2024,Weekday,A-24,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:17,7
6/10/2024,Weekday,A-25,137 St - City College (115),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,08:45,8
6/10/2024,Weekday,A-26,Buhre Av (602),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,6,09:31,9
6/10/2024,Weekday,A-31,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,09:59,9
6/10/2024,Weekday,A-34,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:21,6
6/10/2024,Weekday,A-46,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,15:38,15
6/10/2024,Weekday,A-81,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,3,21:46,21
6/10/2024,Weekday,A-33,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,16,1,10:14,10
6/11/2024,Weekday,A-1,Flatbush Av - Brooklyn College (247),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,5,1,06:28,6
6/11/2024,Weekday,A-20,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:38,6
6/11/2024,Weekday,A-24,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:33,7
6/11/2024,Weekday,A-37,215 St (107),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,10:11,10
6/11/2024,Weekday,A-38,86 St (121),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,5,1,11:00,11
6/11/2024,Weekday,A-26,50 St (126),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,5,1,09:07,9
6/11/2024,Weekday,A-61,137 St - City College (115),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-EMPLOYEE,2,1,16:04,16
6/11/2024,Weekday,A-79,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,1,18:34,18
6/11/2024,Weekday,A-34,207 St (108),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,18,1,09:42,9
6/11/2024,Weekday,A-4,79 St (122),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,01:16,1
6/11/2024,Weekday,A-40,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,10:54,10
6/12/2024,Weekday,A-15,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,05:09,5
6/12/2024,Weekday,A-56,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,MISSING GLASS,7,1,16:13,16
6/12/2024,Weekday,A-80,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,21:45,21
6/12/2024,Weekday,A-65,South Ferry (142),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,19,1,18:06,18
6/12/2024,Weekday,A-42,South Ferry (142),Internal,Subway Car,Propulsion,Division of Car Equipment,NO MOTOR POWER,1,1,12:05,12
6/12/2024,Weekday,A-6,Cathedral Pkwy (110 St) (118),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,2,03:44,3
6/12/2024,Weekday,A-21,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:13,6
6/12/2024,Weekday,A-24,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:42,7
6/12/2024,Weekday,A-25,Cortlandt St (138),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,07:21,7
6/12/2024,Weekday,A-38,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,7,1,09:50,9
6/12/2024,Weekday,A-54,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,14:46,14
6/12/2024,Weekday,A-71,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,11,1,18:36,18
6/12/2024,Weekday,A-78,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,20:41,20
6/12/2024,Weekday,A-44,207 St (108),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,15,1,10:36,10
6/12/2024,Weekday,A-31,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,1,09:24,9
6/12/2024,Weekday,A-5,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,3,00:54,0
6/12/2024,Weekday,A-49,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,2,3,12:18,12
6/13/2024,Weekday,A-16,238 St (103),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,1,07:34,7
6/13/2024,Weekday,A-70,135 St (224),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/ALIVE,14,2,21:11,21
6/13/2024,Weekday,A-24,Cathedral Pkwy (110 St) (118),External,Persons on Roadbed,,Public,PERSON ON ROADBED,1,1,08:34,8
6/13/2024,Weekday,A-74,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Police,GUARD LIGHT TROUBLE,9,1,21:51,21
6/13/2024,Weekday,A-15,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:20,8
6/13/2024,Weekday,A-22,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,07:36,7
6/13/2024,Weekday,A-63,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),4,1,19:40,19
6/13/2024,Weekday,A-72,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),6,1,18:29,18
6/13/2024,Weekday,A-48,242 St - Van Cortlandt Park (101),Internal,Subway Car,Door-Related,Division of Car Equipment,LOSS OF T/O INDICATION,9,1,16:29,16
6/13/2024,Weekday,A-18,50 St (126),Internal,Subway Car,Other - CE,Division of Car Equipment,SMOKE ISSUING,35,1,09:24,9
6/13/2024,Weekday,A-80,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,21:34,21
6/13/2024,Weekday,A-31,137 St - City College (115),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,19,1,09:34,9
6/13/2024,Weekday,A-2,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,1,00:16,0
6/13/2024,Weekday,A-5,96 St (Q05),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,5,2,01:46,1
6/13/2024,Weekday,A-45,225 St (206),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,7,1,13:55,13
6/14/2024,Weekday,A-15,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:05,7
6/14/2024,Weekday,A-28,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:48,7
6/14/2024,Weekday,A-16,Rector St (139),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:23,6
6/14/2024,Weekday,A-5,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,2,00:32,0
6/14/2024,Weekday,A-23,South Ferry (142),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,8,1,08:26,8
6/14/2024,Weekday,A-57,South Ferry (142),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,15,1,18:58,18
6/14/2024,Weekday,A-50,Chambers St (137),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,4,1,17:21,17
6/14/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,4,1,10:45,10
6/14/2024,Weekday,A-42,231 St (104),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,6,1,16:04,16
6/14/2024,Weekday,A-74,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,21:33,21
6/14/2024,Weekday,A-27,South Ferry (142),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,17,1,09:10,9
6/14/2024,Weekday,A-14,191 St (110),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,8,1,00:35,0
6/17/2024,Weekday,A-28,238 St (103),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,12:00,12
6/17/2024,Weekday,A-46,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,16:01,16
6/17/2024,Weekday,A-27,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:57,6
6/17/2024,Weekday,A-63,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),9,1,19:29,19
6/17/2024,Weekday,A-35,Times Square - 42 St (127),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,11,1,13:02,13
6/17/2024,Weekday,A-59,Christopher St - Sheridan Square (133),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,5,1,18:49,18
6/17/2024,Weekday,A-24,242 St - Van Cortlandt Park (101),Internal,Subway Car,Other - CE,Division of Car Equipment,CAB WINDOW STUCK OPEN/CLOSED,2,1,08:57,8
6/17/2024,Weekday,A-57,Houston St (134),Internal,Subway Car,Propulsion,Division of Car Equipment,EXCESS POWER,16,1,17:58,17
6/17/2024,Weekday,A-6,96 St (120),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,3,02:32,2
6/17/2024,Weekday,A-55,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,16:27,16
6/17/2024,Weekday,A-10,50 St (126),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,01:22,1
6/17/2024,Weekday,A-33,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,11:25,11
6/18/2024,Weekday,A-1,148 St - Harlem (301),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,4,3,03:42,3
6/18/2024,Weekday,A-28,157 St (113),External,"Public Conduct, Crime, Police Response",,Police,DRS FAIL TO O/C SECTION,3,1,09:35,9
6/18/2024,Weekday,A-52,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,1,16:13,16
6/18/2024,Weekday,A-51,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,INTERIOR SOILED/DIRTY,16,1,16:36,16
6/18/2024,Weekday,A-30,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:32,7
6/18/2024,Weekday,A-31,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:13,8
6/18/2024,Weekday,A-57,240 St Yard (102),External,"Public Conduct, Crime, Police Response",,Public,ANIMAL INCIDENT,3,1,15:50,15
6/18/2024,Weekday,A-58,86 St (121),External,Sick/Injured Customer,,Public,SICK CUSTOMER,4,1,18:15,18
6/18/2024,Weekday,A-10,72 St (A22),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-EMPLOYEE,1,1,03:01,3
6/18/2024,Weekday,A-18,103 St (119),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,3,1,05:43,5
6/18/2024,Weekday,A-65,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,20:30,20
6/18/2024,Weekday,A-39,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,09:54,9
6/18/2024,Weekday,A-5,Chambers St (137),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,00:01,0
6/19/2024,Weekday,A-25,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,09:39,9
6/19/2024,Weekday,A-67,157 St (113),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,5,1,22:14,22
6/19/2024,Weekday,A-44,Atlantic Av - Barclays Center (235),External,Persons on Roadbed,,Police,PERSON STRUCK BY TRAIN/ALIVE,4,2,13:18,13
6/19/2024,Weekday,A-71,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,1,1,23:11,23
6/19/2024,Weekday,A-24,125 St (116),External,"Public Conduct, Crime, Police Response",,Police,LOST PROPERTY/PERSON,6,1,09:20,9
6/19/2024,Weekday,A-53,Cathedral Pkwy (110 St) (118),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,18:45,18
6/19/2024,Weekday,A-50,96 St (120),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,20,1,17:34,17
6/19/2024,Weekday,A-21,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,OBSTRUCTION/UNUSUAL INCIDENT,1,1,07:52,7
6/19/2024,Weekday,A-28,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:48,7
6/19/2024,Weekday,A-30,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,09:48,9
6/19/2024,Weekday,A-62,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,20:40,20
6/19/2024,Weekday,A-11,Chambers St (137),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,00:51,0
6/19/2024,Weekday,A-38,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,10:34,10
6/20/2024,Weekday,A-1,241 St - Wakefield (201),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,2,03:19,3
6/20/2024,Weekday,A-98,Times Square - 42 St (127),External,Persons on Roadbed,,Police,PERSON ON ROADBED,7,1,22:46,22
6/20/2024,Weekday,A-31,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,ARMED PERSON(S),1,1,09:40,9
6/20/2024,Weekday,A-3,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,1,1,00:13,0
6/20/2024,Weekday,A-2,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,2,00:29,0
6/20/2024,Weekday,A-63,Fulton St (229),External,"Public Conduct, Crime, Police Response",,Police,EMPLOYEE ASSAULTED BY CUST.,1,3,16:16,16
6/20/2024,Weekday,A-33,Dyckman St (109),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,06:14,6
6/20/2024,Weekday,A-44,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:14,7
6/20/2024,Weekday,A-45,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,07:36,7
6/20/2024,Weekday,A-35,240 St Yard (102),External,"Public Conduct, Crime, Police Response",,Public,ANIMAL INCIDENT,2,1,07:18,7
6/20/2024,Weekday,A-77,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,FIRE/SMOKE CONDITIONS,12,3,18:09,18
6/20/2024,Weekday,A-42,14 St (132),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,5,1,11:50,11
6/20/2024,Weekday,A-36,207 St (108),External,"Public Conduct, Crime, Police Response",,Public,OBSTRUCTION/UNUSUAL INCIDENT,19,1,09:15,9
6/20/2024,Weekday,A-68,Times Square - 42 St (127),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,10,1,17:01,17
6/20/2024,Weekday,A-66,28 St (129),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,5,1,16:46,16
6/20/2024,Weekday,A-71,181 St (111),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,6,1,17:22,17
6/20/2024,Weekday,A-92,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,20:30,20
6/20/2024,Weekday,A-13,96 St (120),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,1,1,01:14,1
6/20/2024,Weekday,A-49,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,11:25,11
6/20/2024,Weekday,A-40,86 St (121),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,1,1,09:27,9
6/21/2024,Weekday,A-9,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,02:45,2
6/21/2024,Weekday,A-1,Flatbush Av - Brooklyn College (247),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,2,02:03,2
6/21/2024,Weekday,A-73,103 St (119),External,Persons on Roadbed,,Police,PERSON ON ROADBED,10,1,18:18,18
6/21/2024,Weekday,A-72,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,8,1,18:18,18
6/21/2024,Weekday,A-35,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,10:49,10
6/21/2024,Weekday,A-65,23 St (130),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),4,1,17:02,17
6/21/2024,Weekday,A-47,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,12:49,12
6/21/2024,Weekday,A-16,215 St (107),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,2,1,07:00,7
6/21/2024,Weekday,A-45,125 St (116),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,1,1,12:45,12
6/21/2024,Weekday,A-10,34 St - Penn Station (128),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,1,1,02:56,2
6/21/2024,Weekday,A-108,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,1,1,23:28,23
6/21/2024,Weekday,A-14,Pennsylvania Av (255),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,4,4,02:31,2
6/21/2024,Weekday,A-54,137 St - City College (115),Internal,Subway Car,Braking,Division of Car Equipment,BRAKE VALVE,6,1,15:41,15
6/21/2024,Weekday,A-53,231 St (104),Internal,Subway Car,Other - CE,Division of Car Equipment,NO AIR CONDITION/HEAT,4,1,15:41,15
6/21/2024,Weekday,A-58,240 St Yard (102),Internal,Subway Car,Other - CE,Division of Car Equipment,TRUCK-UNUSUAL NOISE,10,1,15:59,15
6/21/2024,Weekday,A-30,Chambers St (137),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,8,1,09:52,9
6/21/2024,Weekday,A-104,238 St (103),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,21:56,21
6/21/2024,Weekday,A-106,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,23:20,23
6/21/2024,Weekday,A-68,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,15:14,15
6/21/2024,Weekday,A-89,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,19:19,19
6/21/2024,Weekday,A-15,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,00:35,0
6/21/2024,Weekday,A-31,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,1,10:19,10
