Date,Sent To,Ticket ,RTO #,District,Line,Facility,Location,Type,Request,Entered by,Current Status,Completed Date,Comments,,
3/21/2023,Sta Env,6097810,SE230296,5,G,Church Avenue ,Tower ,replace ,bulbs are out ,SP,completed,3/22/2023,,,
3/22/2023,Sta Env,6272881,SE230297,2,3,148 Street,Unisex Restroom - upper level,repair,toilet partition detaching from wall,JC,completed,4/15/2023,,,
3/22/2023,Sta Env,610374,SE230298,1,5,East 180 Street,Crew facility ,repair,door lock stuck ,JC,completed,3/22/2023,,,
3/23/2023,MOW,211494,M23079,3,D,38 Street Yard,Men restroom,repair ,faucet is leaking ,SP,completed,4/22/2023,,,
3/23/2023,RCC,,RCC23010,5,G,Bedford Nostrand Avenue,"N/E, S/B Track E1",repair,broken handrail,JC,,,,,
3/23/2023,Sta Env,6116616,SE230299,2,3,New Lots Avenue,Dispatcher office,replace,dim light bulbs,JC,completed,3/23/2023,,,
3/23/2023,Sta Env,6118151,SE230300,3,Q,96 Street 2 Avenue,Men restroom,repair,exhaust fan not working as per TWU,SP,completed,3/25/2023,,,
3/23/2023,Sta Env,6116927,SE230301,5,G,Court Square,Women locker room ,repair ,broken locker ,SP,completed,3/27/2023,,,
3/23/2023,Sta Env,6116786,SE230302,5,F,34 Street Master Tower,Master Tower ,repair,strike plate to the door is not aligning properly,JC,completed,3/23/2023,,,
3/23/2023,Sta Env,6116918,SE230303,1,1,242 Street ,Crew Facility ,replace ,lightbulbs are out ,SP,completed,3/29/2023,,,
3/23/2023,Sta Env,6116932,SE230304,1,1,242 Street ,Men locker room ,replace,lightbulbs are out ,SP,completed,3/29/2023,,,
3/23/2023,Sta Env,6113289,SE230305,3,Q,96 Street 2 Avenue,Lunchroom,repair,no hot water at sink,JC,completed,8/10/2023,,,
3/24/2023,Sta Env,6119056,SE230306,4,A,Lefferts Boulevard,Men locker room,repair,"door lock not locking, handle loose",JC,completed,3/24/2023,,,
3/24/2023,Sta Env,6119543,SE230307,5,F,Parsons Hillside,Tower restroom,repair,doorknob came off,JC,completed,3/24/2023,,,
3/24/2023,Sta Env,6142271,SE230308,5,F,Parsons Hillside,Tower restroom,repair,no hot water,JC,completed,3/26/2023,,,
3/25/2023,Exterminator,N/A,E23015,4,A,207 Street ,Dispatcher office,exterminate,"bed bugs, reported to RCC #473932, no bed bugs found",JC,completed,3/27/2023,,,
3/25/2023,RCC,473985,RCC23011,4,A,207 Street Yard,RTO Trailer,repair,broken door hinges,JC,completed,3/26/2023,,,
3/26/2023,MOW,211491,M23080,Sub C,Sub C,Jackson Avenue Flagging Quarters,Women restroom,repair,toilet leaking from base,JC,completed,5/3/2023,,,
3/26/2023,MOW,323472,M23081,3,D,Concourse Yard,"Restrooms, Locker rooms & Hallway",paint ,paint facility ,SP,completed ,4/15/2023,,,
3/26/2023,Sta Env,6142321,SE230309,4,A,Far Rockaway ,Dispatcher office,repair,screw sticking out near door handle,JC,completed,3/26/2023,,,
3/27/2023,MOW,323475,M23082,1,5,Unionport Yard ,Men restroom - 3rd fl,repair,leaking toilet ,JC,completed,4/5/2023,,,
3/27/2023,Sta Env,6143766,SE230310,3,D,Stillwell Avenue ,Dispatcher restroom,replace,broken toilet seat,JC,completed,3/27/2023,,,
3/27/2023,Sta Env,N/A,SE230311,2,3,148 Street,Crew room,repair,baseboard heater detaching from wall,JC,completed,6/1/2023,,,
3/27/2023,Sta Env,N/A,SE230312,2,6,Parkchester ,"Switchman shack - S/E, N/B",repair,"burnt out electrical outlet, metal stuck inside",JC,closed,12/31/2023,,,
3/27/2023,Sta Env,6145359,SE230313,2,6,Parkchester ,"Switchman shack - N/E, N/B",repair,clogged sink in men restroom,JC,completed,3/28/2023,,,
3/27/2023,Sta Env,6144072,SE230314,Sub C,Sub C,Church Avenue Flagging Quarters,Dispatcher office,replace,light fixture ballast out,JC,completed,3/27/2023,,,
3/27/2023,Sta Env,6143862,SE230315,1,1,137 Street,Tower,repair,water entering facility,JC,completed,6/27/2023,,,
3/28/2023,F & S,N/A,F & S,,,130 Livingston Street,various locations,,marketplace supply order,JC,completed,,,,
3/28/2023,MOW,211410,M23083,4,J,East New York Yard,Crew room/ lunchroom/ men restroom,repair,hot water heater leaking,SP,completed,5/3/2023,,,
3/28/2023,MOW,211492,M23084,4,A,Pitkin Yard,Entire facility,paint ,paint entire facility ,SP,closed,6/30/2025,,,
3/28/2023,RCC,474300,RCC23012,4,M,Fresh Pond Yard,Stairs & Switchman shack,secure,unstable fiberglass walkway,JC,,,,,
3/28/2023,Sta Env,6145640,SE230316,1,1,South Ferry,Dispatcher office,repair,door lock bolt not engaging,JC,completed,3/28/2023,,,
3/28/2023,Sta Env,6145815,SE230317,4,C,Euclid Avenue ,Entire facility,paint ,paint entire facility ,SP,cancelled,4/20/2023,,,
3/28/2023,Sta Env,6145826,SE230318,4,A,Lefferts Boulevard,Entire facility,paint ,paint entire facility ,SP,cancelled,4/20/2023,,,
3/28/2023,Sta Env,612988,SE230319,2,4,Woodlawn ,Women restroom,replace,broken toilet seat,JC,completed,3/29/2023,,,
3/28/2023,Sta Env,6147326,SE230320,1,2,241 Street,Men Restroom,repair,clogged toilet,SP,completed,3/29/2023,,,
3/29/2023,F & S,N/A,F & S,,,130 Livingston Street,various locations,,marketplace supply order,JC,completed,,,,
3/29/2023,Sta Env,6148286,SE230321,4,A,Lefferts Boulevard,Car Cleaners,repair,clogged sink,JC,completed,3/29/2023,,,
3/30/2023,F & S,N/A,F & S,5,7,Main Street,Dispatcher office,install,installed new keypad lock ,JC,completed by Bill,3/30/2023,,,
3/30/2023,MOW,211497,M23085,3,D,38 Street Yard,Third rail trailer ,repair ,broken waste pipe ,SP,completed,3/31/2023,,,
3/30/2023,MOW,474501,M23086,4,J,East New York Yard,Tower restroom,repair,"broken faucet, irails ",JC,completed,3/30/2023,,,
3/30/2023,MOW,323476,M23087,1,2,239 Street Yard,Unisex restroom ,repair,broken hand towel dispenser ,SP,completed ,4/30/2023,,,
3/30/2023,MOW,323477,M23088,1,2,239 Street Yard,Unisex restroom ,repair ,broken toilet tissue dispenser ,SP,completed,4/30/2023,,,
3/30/2023,Sta Env,6149658,SE230322,1,2,149 Street Mott Avenue,Track department - men restroom,replace,ceiling tiles missing and falling down,JC,completed,4/5/2023,,,
3/31/2023,F & S,N/A,F & S,3,Q,96 Street 2 Avenue,Dispatcher office,repair,door handle broken,JC,completed by Jose,3/31/2023,,,
3/31/2023,F & S,N/A,F & S,3,B,Brighton Beach ,Dispatcher office,install,installed window shades and window tint,JC,completed by Jose,3/31/2023,,,
3/31/2023,F & S,N/A,F & S,3,B,Brighton Beach ,Dispatcher office,install,sprayed foam in additional holes found,JC,completed by Jose,3/31/2023,,,
3/31/2023,Sta Env,614461,SE230323,1,1,South Ferry ,Dispatchers office,repair ,door lock is broken,SP,completed,3/31/2023,,,
4/1/2023,F & S,N/A,F & S,5,E,World Trade Center ,Men restroom,paint ,"painted back wall, bottom of doors and steps",JC,completed by Jose,4/1/2023,,,
4/3/2023,F & S,N/A,F & S,5,E,World Trade Center ,Restroom ,install,installed step treads to restroom steps,JC,completed by Jose,4/3/2023,,,
4/3/2023,F & S,N/A,F & S,3,Q,96 Street 2 Avenue,Men locker room,clean ,deep cleaning,JC,completed by Antonio,4/3/2023,,,
4/3/2023,MOW,211504,M23089,3,D,Coney Island Yard,Men restroom,repair,toilet not flushing,SP,completed,5/3/2023,,,
4/3/2023,Sta Env,6215074,SE230324,5,G,Church Avenue ,Crew Facility ,repair ,door not locking when closed ,JC,completed,4/4/2023,,,
4/3/2023,Sta Env,6112934,SE230325,1,5,East 180 Street,Crew Facility ,repair,door lock mechanism is not working ,JC,completed,4/5/2023,,,
4/3/2023,Sta Env,N/A,SE230326,1,5,East 180 Street,Dispatchers office,repair ,window is slamming hard when opening ,JC,closed,12/27/2023,,,
4/3/2023,Sta Env,6215109,SE230327,5,7,34 Street Hudson Yards ,Women restroom ,replace ,lightbulbs are out ,SP,completed,4/3/2023,,,
4/3/2023,Sta Env,N/A,SE230328,5,F,47-50 Street Rockefeller Center ,Tower,replace ,lightbulbs are out ,SP,closed,12/31/2023,,,
4/3/2023,Sta Env,6215147,SE230329,4,C,Euclid Avenue ,"Dispatcher - S/E, S/B",install,install new keypad lock,JC,completed,4/3/2023,,,
4/3/2023,Sta Env,6215147,SE230330,5,C,Euclid Avenue ,"Dispatcher - N/E, N/B",install,install new keypad lock,JC,completed,4/3/2023,,,
4/4/2023,F & S,N/A,F & S,Sub C,Sub C,Prospect Park Flagging Quarters ,Crew facility,replace,keypad lock not locking,JC,completed by Jose,4/4/2023,,,
4/4/2023,F & S,N/A,F & S,5,F,34 Street Master Tower,Crew facility ,repair,"entrance door lock not working, 34 st end",JC,completed by Bill,4/4/2023,,,
4/4/2023,Sta Env,6219067,SE230331,1,2,Flatbush Avenue,"Crew room - 5 line, Track 2",replace,burnt out electrical outlet,JC,completed,4/5/2023,,,
4/4/2023,Sta Env,6219470,SE230332,3,N,Ditmars Boulevard ,Men restroom,repair ,sink clogged,JC,completed,4/4/2023,,,
4/4/2023,Sta Env,6220178,SE230333,3,N,Ditmars Boulevard ,RTO Crew Facility ,replace ,ceiling tiles are stained ,JC,completed,4/4/2023,,,
4/4/2023,Sta Env,N/A,SE230334,4,L,Canarsie Rockaway Parkway,Superintendent Office,replace ,missing ceiling tiles ,SP,closed,12/31/2023,,,
4/4/2023,Sta Env,6220434,SE230335,4,L,Canarsie Rockaway Parkway,Superintendent Office ,repair ,light fixture not working as designed ,SP,completed,4/4/2023,,,
4/4/2023,Sta Env,6220213,SE230336,2,6,Pelham Bay Park,Men restroom,repair,floor drain is clogged ,JC,completed,4/4/2023,,,
4/4/2023,Sta Env,6220424,SE230337,5,G,Church Avenue,Women restroom ,repair,sink leaking,JC,completed,4/4/2023,,,
4/5/2023,F & S,N/A,F & S,3,Q,Dekalb Avenue,Tower,install,delivered desk and reorganized Tower,JC,completed by Bill & Jose,4/5/2023,,,
4/5/2023,F & S,N/A,F & S,5,F,Jay Street,Tower,replace,repaired door handle,JC,completed by Jose,4/5/2023,,,
4/5/2023,MOW,323485,M23090,1,2,241 Street,Catwalk -Track 3 ,replace,stringer lights out along catwalk,SP,completed,4/6/2023,,,
4/5/2023,Sta Env,N/A,SE230338,4,L ,Canarsie Rockaway Parkway,Crew Facility ,paint ,paint facility ,SP,closed,4/7/2023,,,
4/5/2023,Sta Env,6222596,SE230339,3,Q,96 Street 2 Avenue,Women restroom ,replace ,light bulbs are out ,JC,completed,4/6/2023,,,
4/5/2023,Sta Env,6224602,SE230340,5,E,Parsons Archer ,Women restroom ,repair ,toilet is constantly running ,SP,completed,4/5/2023,,,
4/5/2023,Sta Env,6222722,SE230341,2,6,Parkchester ,Crew Facility ,replace,door handle fell off ,JC,completed,4/6/2023,,,
4/5/2023,Sta Env,616578,SE230342,4,C,Spring Street ,N/B Platform Conductors Position ,repair,pipe leaking,SP,given to MOW,,,,
4/5/2023,Sta Env,6224581,SE230343,3,R,Forest Hills 71 Street Continental,Crew Facility ,replace,door saddle is lifting up,JC,completed,4/6/2023,,,
4/5/2023,Sta Env,6224585,SE230344,3,R,Forest Hills 71 Street Continental,Crew Facility ,replace,cracked floor tiles,JC,completed ,4/9/2023,,,
4/5/2023,Sta Env,6224652,SE230345,3,R,Forest Hills 71 Street Continental,Crew Facility ,repair ,door handle ,JC,completed ,4/6/2023,,,
4/5/2023,Sta Env,6227164,SE230346,2,3,148 Street,Restrooms,repair,dirty brown water at sinks and toilets,JC,completed,4/5/2023,,,
4/5/2023,Sta Env,6227957,SE230347,3,B,Brighton Beach ,Crew room and Men restroom,replace,light bulbs out,JC,completed ,4/9/2023,,,
4/5/2023,Sta Env,6227950,SE230348,3,B,Brighton Beach ,S/B Platform,replace,light bulbs out,JC,completed ,4/6/2023,,,
4/6/2023,Sta Env,N/A,SE230349,1,2,241 Street,Dispatcher,repair,door molding falling down,JC,completed,4/7/2023,,,
4/6/2023,Sta Env,6228106,SE230350,3,Q,Dekalb Avenue,Tower,remove ,remove wall heater,JC,completed,4/7/2023,,,
4/6/2023,Sta Env,N/A,SE230351,4,J,Broadway Junction,Dispatcher office,repair,"no hot water,  water heater needs connecting",JC,completed,6/1/2023,,,
4/6/2023,Sta Env,N/A,SE230352,3,Q,96 Street 2 Avenue,Tower,repair,wood under cabinet is damaged,SP,completed,1/22/2024,,,
4/6/2023,Sta Env,6233863,SE230353,3,Q,96 Street 2 Avenue,Crew room,replace,light bulbs out,SP,completed ,4/7/2023,,,
4/6/2023,Sta Env,6233852,SE230354,3,Q,96 Street 2 Avenue,Men locker room,replace,light bulbs out,SP,completed,4/7/2023,,,
4/6/2023,Sta Env,6222596,SE230355,3,Q,96 Street 2 Avenue,Women locker room,replace,light bulbs out,SP,completed,4/6/2023,,,
4/7/2023,Exterminator,N/A,E23016,4,M,Metropolitan Avenue,Entire facility,exterminate,rodent issue,JC,,,,,
4/7/2023,MOW,211506,M23091,3,D,Coney Island Yard,Trailer restroom,repair,"not hot water, leaking water heater, unsecured toilet",SP,completed,10/27/2023,,,
4/7/2023,MOW,N/A,M23092,3,D,38 Street Yard,Tower - Room 208,repair,ceiling leaking ,SP,completed,4/7/2023,,,
4/7/2023,MOW,323486,M23093,2,6,Westchester Yard,Men locker room and crew room,replace,missing and damaged ceiling tile,JC,completed,4/30/2023,,,
4/7/2023,MOW,323487,M23094,2,6,Westchester Yard,Restrooms,replace,"no cold water, faucet replacements",JC,completed,4/30/2023,,,
4/7/2023,Sta Env,N/A,SE230356,3,W,Whitehall Street,Men locker room,replace,ceiling tile missing,SP,closed,12/31/2023,,,
4/7/2023,Sta Env,,SE230357,3,W,Whitehall Street,Men locker room,replace,light bulbs out,SP,completed,5/1/2023,,,
4/7/2023,Sta Env,6237382,SE230358,5,E,World Trade Center ,Women restroom,repair,toilet not flushing,SP,completed,4/7/2023,,,
4/7/2023,Sta Env,6274367,SE230359,3,B,145 Street ,Men restroom,replace,faucet spraying water outward,JC,completed,4/13/2023,,,
4/7/2023,Signals,N/A,SIG23009,3,D,Coney Island Yard,Tower B,install,anti static mat 18'x3',JC,completed,,,,
4/9/2023,F & S,N/A,F & S,5,E,World Trade Center ,Dispatcher office,install,delivered mini cube fridge,JC,completed by Jose,4/9/2023,,,
4/9/2023,Sta Env,6373170,SE230360,5,F,Jay Street,Tower,replace,missing and broken floor tiles,JC,completed,4/26/2023,,,
4/9/2023,Sta Env,6270769,SE230361,4,A,Lefferts Boulevard,Women locker room and Crew room,repair,water leaks,JC,completed,4/11/2023,,,
4/9/2023,Sta Env,6270787,SE230362,4,A,Lefferts Boulevard,Men restroom,repair,toilet leaking,JC,completed,4/12/2023,,,
4/9/2023,Sta Env,6444044,SE230363,4,A,Lefferts Boulevard,Men restroom,repair,heater not working,JC,completed,5/3/2023,,,
4/9/2023,Sta Env,6270796,SE230364,4,A,Lefferts Boulevard,Men locker room,repair,locker #70 not locking,JC,completed,4/1/2023,,,
4/9/2023,Sta Env,6444058,SE230365,4,A,Lefferts Boulevard,Women locker room,replace,"siding coming off wall, near locker #48 & #26",JC,completed,5/26/2023,,,
4/9/2023,Sta Env,618322,SE230366,5,F,Jay Street,Tower,replace,step tread and cove base,JC,completed,4/9/2023,,,
4/9/2023,Sta Env,6267865,SE230367,2,3,New Lots Avenue,Crew room,repair,"fire damage, hole in room",JC,completed,4/9/2023,,,
4/9/2023,Vent cleaning,,V23005,5,G,Church Avenue,Dispatcher office,cleaning,entire air duct and vent cleaning,JC,,,,,
4/10/2023,Exterminator,N/A,E23017,4,M,Essex Street,Tower and crew room,exterminate,rodent infestation,JC,,,,,
4/10/2023,F & S,N/A,F & S,5,7,Corona Yard,Supt. office,delivered,6 chairs delivered by Kevin's group,JC,completed by Kevin,4/10/2023,,,
4/10/2023,RCC,,RCC23013 ,2,4,Mosholu Yard,Track 11,repair,track spike protruding upwards,JC,,,,,
4/10/2023,Sta Env,6269061,SE230368,5,7,Main Street,Crew room - Mezzanine Level,repair,busted pipe under sink,SP,completed,4/10/2023,,,
4/10/2023,Sta Env,6269284,SE230369,5,F,Kings Highway,,replace,6 light bulbs out,SP,completed,4/10/2023,,,
4/10/2023,Sta Env,618531,SE230370,4,A,207 Street,Women restroom & Men locker room,replace,damaged ceiling tiles ,JC,completed ,4/11/2023,,,
4/10/2023,Sta Env,8483602,SE230371,4,A,59 Street,Lunchroom,repair,wall heater not working,JC,completed,11/20/2023,,,
4/10/2023,Sta Env,618550,SE230372,4,M,Essex Street,Lunchroom,repair,misaligned door,JC,completed,4/25/2023,,,
4/10/2023,Sta Env,6270365,SE230373,4,M,Essex Street,Tower passageway,replace ,4 light bulbs out,JC,completed,4/11/2023,,,
4/11/2023,MOW,323491,M23095,3,D,Concourse Yard,Women restroom ,repair ,toilet continuously running ,SP,completed ,4/30/2023,,,
4/11/2023,MOW,323492,M23096,3,D,Concourse Yard,Tower unisex restroom ,repair,faucet knob is leaking ,SP,completed ,4/30/2025,,,
4/11/2023,Sta Env,6270943/619027,SE230374,1,2,241 Street,Water Meter Room ,repair,slop sink is clogged ,SP,completed,4/12/2023,,,
4/11/2023,Sta Env,6272677,SE230375,1,2,Flatbush Avenue,Women restroom  Track 3 Mezzanine,install,broken toilet paper dispenser ,SP,completed,4/15/2023,,,
4/11/2023,Sta Env,6271343,SE230376,5,G,Hoyt Schermerhorn Street ,Tower,repair ,loud noise coming from generator box,SP,completed,4/11/2023,,,
4/11/2023,Sta Env,6272585,SE230377,5,G,Hoyt Schermerhorn Street ,Tower,repair,hot water heater leaking,SP,completed,4/12/2023,,,
4/12/2023,Exterminator,N/A,E23018,4,C,Howard Beach JFK Airport,Supt. office,exterminate,field mice and ticks,JC,,,,,
4/12/2023,MOW,211527,M23097,3,D,38 Street Yard,Tower,repair,missing outlet cover ,SP,completed,4/28/2023,,,
4/12/2023,Sta Env,619027,SE230378,1,2,241 Street ,Women locker room ,repair ,leak from behind quench cooler from pipe in wall ,SP,completed,4/13/2023,,,
4/12/2023,Sta Env,,SE230379,1,1,14 Street 7 Avenue,Dispatchers office ,repair ,water damage in office ,SP,closed,6/15/2023,,,
4/12/2023,Sta Env,6272893,SE230380,1,2,Flatbush Avenue ,Crew room 5 line track 2 ,repair ,water dripping from sink faucet ,SP,completed,4/12/2023,,,
4/12/2023,Sta Env,6273311,SE230381,2,3,New Lots Avenue,Men restroom ,repair ,toilets are clogged,SP,completed,4/12/2023,,,
4/12/2023,Sta Env,6274384,SE230382,3,B,Brighton Beach ,Crew facility ,replace ,florescent lights are out ,SP,completed,4/19/2023,,,
4/12/2023,Sta Env,619569,SE230383,4,A,59 Street,Tower,replace,loose tiles ,SP,completed ,5/6/2023,,,
4/13/2023,EMD,569267,EMD23015,F&S,F&S,130 Livingston Street,7th floor,replace,replace phone cords,JC,completed,4/24/2023,,,
4/13/2023,MOW,211529,M23098,3,D,Coney Island Yard,Women Restroom,repair,loose toilet seat,SP,closed,,,,
4/13/2023,MOW,N/A,M23099,4,L,Canarsie Yard,Track 10 Near Car Wash ,replace,light bulbs are out ,SP,completed,5/3/2023,,,
4/13/2023,MOW,211531,M23100,5,E,Queensboro Plaza,Master Tower ,repair,baseboard heater missing knob,SP,completed,1/22/2024,,,
4/13/2023,MOW,323496,M23101,2,6,Westchester Yard,hallway,replace,lightbulbs are out ,SP,completed ,4/15/2023,,,
4/13/2023,MOW,323499,M23102,3,D,Concourse Yard,Men Restroom ,replace,toilet seat is cracked ,SP,completed ,4/30/2023,,,
4/13/2023,MOW,323498,M23103,3,D,Concourse Yard,Men Restroom ,repair,flushometer leaking,SP,completed ,4/30/2023,,,
4/13/2023,MOW,323497,M23104,3,D,Concourse Yard,Women Restroom ,replace,hand towel dispenser is broken ,SP,completed ,4/30/2023,,,
4/13/2023,Sta Env,6274816,SE230384,5,F,Stillwell Avenue ,Dispatcher Office between trk 5 & 6 ,repair,hand dryer not working ,SP,completed,4/18/2023,,,
4/13/2023,Sta Env,6489509,SE230385,5,E,World Trade Center ,Men and Women restrooms,install,requesting sensor operated flush devices ,SP,completed,5/9/2023,,,
4/13/2023,Sta Env,621098/6319093,SE230386,3,R,Forest Hills 71 Street Continental,Crew Room ,repair ,cabinet drawer is falling off hinges ,SP,completed ,4/17/2023,,,
4/13/2023,Sta Env,N/A,SE230387,3,R ,Forest Hills 71 Street Continental,Crew Room,repair ,door handle is very hard to open ,SP,completed,4/15/2023,,,
4/13/2023,Sta Env,6275420,SE230388,4,C,Euclid Avenue ,Women Restroom ,repair ,sink is clogged up,SP,completed,4/13/2023,,,
4/13/2023,Sta Env,6275419,SE230389,3,Q,96 Street 2 Avenue,Emergency exit at leaving end of platform ,repair ,door closer is broken,SP,completed,4/13/2023,,,
4/14/2023,MOW,323501,M23105,2,6,Westchester Yard,Men Restroom ,repair ,toilet is leaking from the flushometer,SP,completed ,4/30/2023,,,
4/14/2023,Sta Env,6277246,SE2303903,3,Q,Stillwell Avenue ,Women Restroom Mezz level,repair ,faucet knob broken ,SP,completed ,4/14/2023,,,
4/15/2023,Sta Env,N/A,SE230391,2,4,Utica Avenue ,Crew Room ,repair ,door does not close all the way ,SP,completed,4/15/2023,,,
4/15/2023,Sta Env,620970,SE230392,2,3,148 Street,Crew Facility ,repair ,door does not close all the way ,SP,completed ,4/15/2023,,,
4/15/2023,Sta Env,621018/6310647,SE230393,4,A,59 Street,Master Tower ,repair,toilet is leaking from the flushometer,SP,completed ,4/17/2023,,,
